trial_id,measurement_noise,observation_fraction,outcome,same_time_snapshot_q,same_time_snapshot_prediction
12,0.1,0.1,0,0.4451069697031349,0
12,0.1,0.15,0,0.4561552832382082,0
12,0.1,0.2,0,0.4571994252195882,0
12,0.1,0.3,0,0.4487739703564213,0
12,0.1,0.5,0,0.25518543270025607,0
12,0.15,0.05,0,0.4739151731381119,0
12,0.15,0.1,0,0.447220600102203,0
12,0.15,0.15,0,0.46018495120953434,0
12,0.15,0.2,0,0.44648460371327076,0
12,0.15,0.3,0,0.4557849901727404,0
12,0.15,0.5,0,0.27066947191320717,0
13,0.0,0.05,1,0.5621150235729662,1
13,0.0,0.1,1,0.6231336634948488,1
13,0.0,0.15,1,0.6996601602042137,1
13,0.0,0.2,1,0.7726122636865783,1
13,0.0,0.3,1,0.8820873396981075,1
13,0.0,0.5,1,0.9755221407766009,1
13,0.02,0.05,1,0.5611556748559647,1
13,0.02,0.1,1,0.6242804922665537,1
13,0.02,0.15,1,0.698777204041356,1
13,0.02,0.2,1,0.7725276270583878,1
13,0.02,0.3,1,0.8816368975338172,1
13,0.02,0.5,1,0.9766467589356993,1
13,0.05,0.05,1,0.5625402188013934,1
13,0.05,0.1,1,0.6264196051876936,1
13,0.05,0.15,1,0.6975026886398119,1
13,0.05,0.2,1,0.776485899615219,1
13,0.05,0.3,1,0.8827634309335395,1
13,0.05,0.5,1,0.9742137464610933,1
13,0.1,0.05,1,0.563772971167321,1
13,0.1,0.1,1,0.617370330887651,1
13,0.1,0.15,1,0.7057881905827867,1
13,0.1,0.2,1,0.7691608491036094,1
13,0.1,0.3,1,0.8771399218167402,1
13,0.1,0.5,1,0.9705049239622403,1
13,0.15,0.05,1,0.5689917396205586,1
13,0.15,0.1,1,0.6327899731726164,1
13,0.15,0.15,1,0.69322680729619,1
13,0.15,0.2,1,0.7652954419554554,1
13,0.15,0.3,1,0.8852095877010269,1
13,0.15,0.5,1,0.9809860681635644,1
14,0.0,0.05,1,0.5037817224655515,1
14,0.0,0.1,1,0.5030750445866072,1
14,0.0,0.15,1,0.49999133056777667,0
14,0.0,0.2,1,0.5106555087303117,1
14,0.0,0.3,1,0.5618023760459978,1
14,0.0,0.5,1,0.6790510058366658,1
14,0.02,0.05,1,0.5021306419117226,1
14,0.02,0.1,1,0.5017902116539001,1
14,0.02,0.15,1,0.5000568935864046,1
14,0.02,0.2,1,0.5096204000396379,1
14,0.02,0.3,1,0.5617588590743888,1
14,0.02,0.5,1,0.6786362046533542,1
14,0.05,0.05,1,0.5027657219033387,1
14,0.05,0.1,1,0.5006861109320556,1
14,0.05,0.15,1,0.499497438575802,0
14,0.05,0.2,1,0.5124160439042662,1
14,0.05,0.3,1,0.5607645527382504,1
14,0.05,0.5,1,0.680809858817648,1
14,0.1,0.05,1,0.503041942863348,1
14,0.1,0.1,1,0.49746024820991663,0
14,0.1,0.15,1,0.4964600534148734,0
14,0.1,0.2,1,0.5079064443947031,1
14,0.1,0.3,1,0.5715780781545623,1
14,0.1,0.5,1,0.6812828581541036,1
14,0.15,0.05,1,0.4961613819765671,0
14,0.15,0.1,1,0.49997075116046436,0
14,0.15,0.15,1,0.49923814775301784,0
14,0.15,0.2,1,0.5117288549005139,1
14,0.15,0.3,1,0.5676955105742415,1
14,0.15,0.5,1,0.6818597763503937,1
15,0.0,0.05,1,0.5510267520225368,1
15,0.0,0.1,1,0.5907721945546333,1
15,0.0,0.15,1,0.6437555150875589,1
15,0.0,0.2,1,0.7254287076576513,1
15,0.0,0.3,1,0.8531454917385431,1
15,0.0,0.5,1,0.9750315472124442,1
15,0.02,0.05,1,0.5518065144952529,1
15,0.02,0.1,1,0.591379002769804,1
15,0.02,0.15,1,0.6431681899798248,1
15,0.02,0.2,1,0.7251718867694972,1
15,0.02,0.3,1,0.8527719461863784,1
15,0.02,0.5,1,0.9757668102524462,1
15,0.05,0.05,1,0.5512893109740203,1
15,0.05,0.1,1,0.5870659253010946,1
15,0.05,0.15,1,0.6439584948208176,1
15,0.05,0.2,1,0.7235333175834021,1
15,0.05,0.3,1,0.8521327497283865,1
15,0.05,0.5,1,0.9766712316203314,1
15,0.1,0.05,1,0.5465991632267286,1
15,0.1,0.1,1,0.5965546376381777,1
15,0.1,0.15,1,0.6344008158088958,1
15,0.1,0.2,1,0.7247568943488789,1
15,0.1,0.3,1,0.8534940238912397,1
15,0.1,0.5,1,0.9783839826800688,1
15,0.15,0.05,1,0.5427192544070203,1
15,0.15,0.1,1,0.6006524520195545,1
15,0.15,0.15,1,0.6568671247515749,1
15,0.15,0.2,1,0.7136212380711345,1
15,0.15,0.3,1,0.8588821978128567,1
15,0.15,0.5,1,0.9743076781031781,1
16,0.0,0.05,1,0.5070694334773894,1
16,0.0,0.1,1,0.5116905596975675,1
16,0.0,0.15,1,0.5310912757188374,1
16,0.0,0.2,1,0.5510896859725949,1
16,0.0,0.3,1,0.5562486708273263,1
16,0.0,0.5,1,0.5838220837283227,1
16,0.02,0.05,1,0.5057111888463514,1
16,0.02,0.1,1,0.5122177150943085,1
16,0.02,0.15,1,0.5315313503823094,1
16,0.02,0.2,1,0.5503869429471694,1
16,0.02,0.3,1,0.5567160448145904,1
16,0.02,0.5,1,0.5848011260530617,1
16,0.05,0.05,1,0.50516134267203,1
16,0.05,0.1,1,0.5088713735010574,1
16,0.05,0.15,1,0.5290210352541391,1
16,0.05,0.2,1,0.5542587341758102,1
16,0.05,0.3,1,0.5538403423661629,1
16,0.05,0.5,1,0.5806634645715626,1
16,0.1,0.05,1,0.500203322303667,1
16,0.1,0.1,1,0.5147828028348744,1
16,0.1,0.15,1,0.5323724056589434,1
16,0.1,0.2,1,0.5575415725200997,1
16,0.1,0.3,1,0.5560601223766076,1
16,0.1,0.5,1,0.5798902952902659,1
16,0.15,0.05,1,0.5057629296578866,1
16,0.15,0.1,1,0.49500422231169877,0
16,0.15,0.15,1,0.5311721744850535,1
16,0.15,0.2,1,0.5459038632093918,1
16,0.15,0.3,1,0.5551391884873343,1
16,0.15,0.5,1,0.579659800273811,1
17,0.0,0.05,0,0.5148737755605803,1
17,0.0,0.1,0,0.5054761485709429,1
17,0.0,0.15,0,0.5024478914464335,1
17,0.0,0.2,0,0.4968283229218207,0
17,0.0,0.3,0,0.40424514064346734,0
17,0.0,0.5,0,0.12650326097221104,0
17,0.02,0.05,0,0.5146171179928813,1
17,0.02,0.1,0,0.5047833368754038,1
17,0.02,0.15,0,0.502722125427203,1
17,0.02,0.2,0,0.497124568729874,0
17,0.02,0.3,0,0.40219382732648407,0
17,0.02,0.5,0,0.12634150083456763,0
17,0.05,0.05,0,0.5148070481052014,1
17,0.05,0.1,0,0.5074165511105425,1
17,0.05,0.15,0,0.5049635355814988,1
17,0.05,0.2,0,0.4993171188954977,0
17,0.05,0.3,0,0.40727024618235175,0
17,0.05,0.5,0,0.12647879923906008,0
17,0.1,0.05,0,0.5225573993448338,1
17,0.1,0.1,0,0.5075604949688035,1
17,0.1,0.15,0,0.5049473433283173,1
17,0.1,0.2,0,0.49925219950421224,0
17,0.1,0.3,0,0.4039380854351297,0
17,0.1,0.5,0,0.12271534072426155,0
17,0.15,0.05,0,0.5232714522968245,1
17,0.15,0.1,0,0.4930134594287433,0
17,0.15,0.15,0,0.4978048684574046,0
17,0.15,0.2,0,0.5000409852747524,1
17,0.15,0.3,0,0.41158839736621444,0
17,0.15,0.5,0,0.11786173282758466,0
18,0.0,0.05,1,0.5035850713349178,1
18,0.0,0.1,1,0.5279015367168559,1
18,0.0,0.15,1,0.5713375755340144,1
18,0.0,0.2,1,0.6052445311818286,1
18,0.0,0.3,1,0.6550169445521967,1
18,0.0,0.5,1,0.7891103429122341,1
18,0.02,0.05,1,0.5025938082885945,1
18,0.02,0.1,1,0.5291005090028313,1
18,0.02,0.15,1,0.57082141944154,1
18,0.02,0.2,1,0.6039486350053782,1
18,0.02,0.3,1,0.6554685623451308,1
18,0.02,0.5,1,0.7901563608593027,1
18,0.05,0.05,1,0.5034503315719099,1
18,0.05,0.1,1,0.524733244117553,1
18,0.05,0.15,1,0.5705964448715598,1
18,0.05,0.2,1,0.6064656399840939,1
18,0.05,0.3,1,0.656921604576252,1
18,0.05,0.5,1,0.7880541587667035,1
18,0.1,0.05,1,0.5039215929146547,1
18,0.1,0.1,1,0.5300377604551778,1
18,0.1,0.15,1,0.5710323065269158,1
18,0.1,0.2,1,0.5952798856975599,1
18,0.1,0.3,1,0.6564047544600631,1
18,0.1,0.5,1,0.7915524453841377,1
18,0.15,0.05,1,0.514920744278042,1
18,0.15,0.1,1,0.5353936710455441,1
18,0.15,0.15,1,0.5771853745301052,1
18,0.15,0.2,1,0.606923496692356,1
18,0.15,0.3,1,0.6564202054134499,1
18,0.15,0.5,1,0.794364519173203,1
19,0.0,0.05,1,0.5123867075362938,1
19,0.0,0.1,1,0.5467923606012838,1
19,0.0,0.15,1,0.5944412679597092,1
19,0.0,0.2,1,0.6525067798932491,1
19,0.0,0.3,1,0.7721433115327144,1
19,0.0,0.5,1,0.9303174814580287,1
19,0.02,0.05,1,0.512876899494411,1
19,0.02,0.1,1,0.547259759653807,1
19,0.02,0.15,1,0.5949746159973905,1
19,0.02,0.2,1,0.6531787008857872,1
19,0.02,0.3,1,0.7735232782812507,1
19,0.02,0.5,1,0.9309107573121581,1
19,0.05,0.05,1,0.5134670267897645,1
19,0.05,0.1,1,0.5431160153462471,1
19,0.05,0.15,1,0.5925138465987051,1
19,0.05,0.2,1,0.656691367795088,1
19,0.05,0.3,1,0.7708847752609314,1
19,0.05,0.5,1,0.9312539008540465,1
19,0.1,0.05,1,0.507860936261777,1
19,0.1,0.1,1,0.5510003669979446,1
19,0.1,0.15,1,0.6049319998566152,1
19,0.1,0.2,1,0.6472854174159822,1
19,0.1,0.3,1,0.7738056680968801,1
19,0.1,0.5,1,0.9358976822660194,1
19,0.15,0.05,1,0.5165395827292051,1
19,0.15,0.1,1,0.5451685498407685,1
19,0.15,0.15,1,0.5992049621705866,1
19,0.15,0.2,1,0.6571568399863426,1
19,0.15,0.3,1,0.7708905088923107,1
19,0.15,0.5,1,0.9332612724408454,1
